position,wealth,category,full_name,age,country_of_residence,city_of_residence,source,citizenship,organization,gender,birth_date,last_name,first_name,title,residence_state,residence_region,birth_year,birth_month,birth_day,cpi_country,cpi_change_country,gdp_country,g_tertiary_ed_enroll,g_primary_ed_enroll,life_expectancy,tax_revenue,tax_rate,country_pop,country_lat,country_long,continent
748,3800,Media & Entertainment,Barry Diller,81,United States,New York,Online media,United States,Unknown,M,1942-02-02,Diller,Barry,Unknown,New York,Northeast,1942,2,2,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Finance & Investments,Wesley Edens,61,United States,New York,Investments,United States,Unknown,M,1961-10-31,Edens,Wesley,Unknown,New York,Northeast,1961,10,31,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Finance & Investments,Stephen Feinberg,63,United States,New York,Private equity,United States,Cerberus Capital Management,M,1960-03-29,Feinberg,Stephen,Co-founder and CEO,New York,Northeast,1960,3,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Service,Rakesh Gangwal,69,United States,Miami,Airline,United States,Unknown,M,1953-07-25,Gangwal,Rakesh,Unknown,Florida,South,1953,7,25,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Food & Beverage,Joseph Grendys,61,United States,Chicago,Poultry processing,United States,Unknown,M,1961-12-01,Grendys,Joseph,Unknown,Illinois,Midwest,1961,12,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Media & Entertainment,Martha Ingram & family,87,United States,Nashville,"Book distribution, transportation",United States,"Ingram Industries, Inc.",F,1935-08-20,Ingram,Martha,Former Chairman,Tennessee,South,1935,8,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Automotive,Li Xiang,41,China,Beijing,Electric vehicles,China,Unknown,M,1981-10-01,Li,Xiang,Unknown,No subdivisions info,No subdivisions info,1981,10,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
748,3800,Real Estate,"H. Ross Perot, Jr.",64,United States,Dallas,Real estate,United States,Unknown,M,1958-11-07,Perot,H. Ross,Unknown,Texas,South,1958,11,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Real Estate,Chandru Raheja,82,India,Mumbai,Real estate,India,Unknown,M,1940-10-01,Raheja,Chandru,Unknown,No subdivisions info,No subdivisions info,1940,10,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
748,3800,Energy,Trevor Rees-Jones,71,United States,Dallas,Oil & gas,United States,Unknown,M,1951-08-12,Rees-Jones,Trevor,Unknown,Texas,South,1951,8,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Telecom,Yasumitsu Shigeta,58,Japan,Tokyo,Mobile phone retailer,Japan,Unknown,M,1965-02-25,Shigeta,Yasumitsu,Unknown,No subdivisions info,No subdivisions info,1965,2,25,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
748,3800,Healthcare,Su Qingcan,54,China,Xiamen,Healthcare,China,Unknown,M,1969-01-01,Su,Qingcan,Unknown,No subdivisions info,No subdivisions info,1969,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
748,3800,Finance & Investments,Tsai Cheng-ta,73,Taiwan,Taipei,Finance,Taiwan,Unknown,M,1950-04-01,Tsai,Cheng-ta,Unknown,No subdivisions info,No subdivisions info,1950,4,1,No CPI info,No CPI info,774700000000,50.6,100.2,80.7,9.4,59.2,24859912,23.69781,120.960515,Asia
748,3800,Service,Steven Udvar-Hazy,77,United States,Westlake,Aircraft leasing,United States,Air Lease Corp.,M,1946-02-23,Udvar-Hazy,Steven,CEO and Chairman,Texas,South,1946,2,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Manufacturing,Elizabeth Uihlein,77,United States,Lake Forest,Packaging materials,United States,Unknown,F,1945-07-07,Uihlein,Elizabeth,Entrepreneur,Illinois,Midwest,1945,7,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
748,3800,Manufacturing,Richard Uihlein,77,United States,Lake Forest,Packaging materials,United States,Unknown,M,1945-08-27,Uihlein,Richard,Unknown,Illinois,Midwest,1945,8,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Finance & Investments,Hayes Barnard,51,United States,Austin,Fintech,United States,Unknown,M,1972-02-15,Barnard,Hayes,Unknown,Texas,South,1972,2,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Finance & Investments,William Berkley,76,United States,Coconut Grove,Insurance,United States,WR Berkley,M,1946-09-01,Berkley,William,Chairman and CEO,Florida,South,1946,9,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Real Estate,Charles Cohen,71,United States,New York,Real estate,United States,Unknown,M,1952-02-08,Cohen,Charles,Unknown,New York,Northeast,1952,2,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Real Estate,Yakir Gabay,56,United Kingdom,London,Real estate,Cyprus,Unknown,M,1966-04-13,Gabay,Yakir,Unknown,No subdivisions info,No subdivisions info,1966,4,13,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
766,3700,Technology,Huang Li,59,China,Wuhan,Imaging systems,China,Unknown,M,1963-06-27,Huang,Li,Unknown,No subdivisions info,No subdivisions info,1963,6,27,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
766,3700,Logistics,Brad Jacobs,66,United States,Greenwich,Logistics,United States,Unknown,M,1956-07-01,Jacobs,Brad,Unknown,Connecticut,Northeast,1956,7,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Real Estate,Ji Qi,56,China,Shanghai,"Hotels, motels",China,Unknown,M,1966-10-01,Ji,Qi,Unknown,No subdivisions info,No subdivisions info,1966,10,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
766,3700,Media & Entertainment,Jason Jiang,50,China,Shanghai,Advertising,Singapore,Unknown,M,1973-01-01,Jiang,Jason,Unknown,No subdivisions info,No subdivisions info,1973,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
766,3700,Technology,Jim Kavanaugh,60,United States,St. Louis,IT provider,United States,Unknown,M,1962-10-17,Kavanaugh,Jim,Unknown,Missouri,Midwest,1962,10,17,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Real Estate,Richard LeFrak & family,77,United States,New York,Real estate,United States,Unknown,M,1945-08-29,LeFrak,Richard,Unknown,New York,Northeast,1945,8,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Finance & Investments,Mikhail Lomtadze,47,Kazakhstan,Almaty,Fintech,Georgia,Unknown,M,1975-10-17,Lomtadze,Mikhail,Unknown,No subdivisions info,No subdivisions info,1975,10,17,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,Asia
766,3700,Fashion & Retail,Tom Morris,68,United Kingdom,Merseyside,Retail,United Kingdom,Unknown,M,1954-10-02,Morris,Tom,Unknown,No subdivisions info,No subdivisions info,1954,10,2,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
766,3700,Manufacturing,Shigenobu Nagamori,78,Japan,Kyoto,Motors,Japan,Unknown,M,1944-08-28,Nagamori,Shigenobu,Unknown,No subdivisions info,No subdivisions info,1944,8,28,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
766,3700,Finance & Investments,Daniel Och,62,United States,Miami Beach,Hedge funds,United States,Och-Ziff Capital Management,M,1961-01-27,Och,Daniel,Founder,Florida,South,1961,1,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Fashion & Retail,Horst Paulmann & family,88,Chile,Santiago,Retail,Chile,Unknown,M,1935-01-01,Paulmann,Horst,Unknown,No subdivisions info,No subdivisions info,1935,1,1,131.91,2.6,282318159745,88.5,101.4,80.0,18.2,34.0,18952038,-35.675147,-71.542969,South America
766,3700,Service,Anthony Pritzker,62,United States,Los Angeles,"Hotels, investments",United States,Unknown,M,1961-01-07,Pritzker,Anthony,Unknown,California,West,1961,1,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Technology,John Sall,75,United States,Cary,Software,United States,SAS Institute,M,1948-04-04,Sall,John,"Co-Founder, Executive Vice President",North Carolina,South,1948,4,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Food & Beverage,Howard Schultz,69,United States,Seattle,Starbucks,United States,Unknown,M,1953-07-19,Schultz,Howard,Unknown,Washington,West,1953,7,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Fashion & Retail,Richard Schulze,82,United States,Naples,Best Buy,United States,Best Buy Co. Inc.,M,1941-01-02,Schulze,Richard,Chairman,Florida,South,1941,1,2,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
766,3700,Real Estate,Yitzhak Tshuva,74,Israel,Netanya,Real estate,Israel,Unknown,M,1948-07-07,Tshuva,Yitzhak,Unknown,No subdivisions info,No subdivisions info,1948,7,7,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
766,3700,Manufacturing,Wang Yanqing & family,56,China,Wuxi,Electrical equipment,China,Unknown,M,1966-04-07,Wang,Yanqing,Unknown,No subdivisions info,No subdivisions info,1966,4,7,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
787,3600,Diversified,Rajiv Bajaj,56,India,Pune,Diversified,India,Unknown,M,1966-12-21,Bajaj,Rajiv,Unknown,No subdivisions info,No subdivisions info,1966,12,21,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
787,3600,Diversified,Sanjiv Bajaj,53,India,Pune,Diversified,India,Unknown,M,1969-11-02,Bajaj,Sanjiv,Unknown,No subdivisions info,No subdivisions info,1969,11,2,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
787,3600,Finance & Investments,Leonid Boguslavsky,71,Italy,Florence,Venture capital,Canada,Unknown,M,1951-06-17,Boguslavsky,Leonid,Unknown,No subdivisions info,No subdivisions info,1951,6,17,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
787,3600,Finance & Investments,Jim Coulter,63,United States,San Francisco,Private equity,United States,Unknown,M,1959-12-01,Coulter,Jim,Unknown,California,West,1959,12,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
787,3600,Automotive,Nicolas D'Ieteren,47,Switzerland,Anzere,"Auto parts, distribution",Belgium,Unknown,M,1975-04-13,D'Ieteren,Nicolas ,Unknown,No subdivisions info,No subdivisions info,1975,4,13,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
787,3600,Food & Beverage,Beatriz Davila de Santo Domingo,84,Bermuda,Unknown,Beer,Colombia,Unknown,F,1939-03-07,Davila de Santo Domingo,Beatriz,Unknown,No subdivisions info,No subdivisions info,1939,3,7,No CPI info,No CPI info,7127200000,88.2,101.8,79.3,9.6,36.6,63764,32.321384,-64.75737,North America
787,3600,Real Estate,Bob Gaglardi,82,Canada,Vancouver,Hotels,Canada,Unknown,M,1941-02-19,Gaglardi,Bob,Unknown,No subdivisions info,No subdivisions info,1941,2,19,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
787,3600,Finance & Investments,Jaime Gilinski Bacal,65,United Kingdom,London,Banking,Colombia,Unknown,M,1957-12-14,Gilinski Bacal,Jaime,Investor,No subdivisions info,No subdivisions info,1957,12,14,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
787,3600,Gambling & Casinos,Pansy Ho,60,Hong Kong,Hong Kong,Casinos,Hong Kong,Unknown,F,1962-08-26,Ho,Pansy,Unknown,No subdivisions info,No subdivisions info,1962,8,26,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
787,3600,Finance & Investments,Alan Howard,59,Switzerland,Geneva,Hedge funds,United Kingdom,Brevan Howard Asset Management,M,1963-09-01,Howard,Alan,Founder,No subdivisions info,No subdivisions info,1963,9,1,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
787,3600,Automotive,Huang Yi,61,China,Beijing,Car dealerships,Hong Kong,Unknown,M,1962-01-01,Huang,Yi,Unknown,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
787,3600,Finance & Investments,Peter Kellogg,80,United States,Short Hills,Investments,United States,Unknown,M,1942-09-01,Kellogg,Peter,Unknown,New Jersey,Northeast,1942,9,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
787,3600,Finance & Investments,Vyacheslav Kim,53,Kazakhstan,Almaty,Fintech,Kazakhstan,Unknown,M,1969-06-12,Kim,Vyacheslav,Unknown,No subdivisions info,No subdivisions info,1969,6,12,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,Asia
787,3600,Finance & Investments,Josh Kushner,37,United States,New York City,Venture capital,United States,Thrive Capital,M,1985-06-12,Kushner,Josh,Managing Partner,New York,Northeast,1985,6,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
787,3600,Real Estate,Samuel Tak Lee,83,Hong Kong,Hong Kong,Real estate,Hong Kong,Unknown,M,1939-04-09,Lee,Samuel Tak,Unknown,No subdivisions info,No subdivisions info,1939,4,9,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
787,3600,Real Estate,Edwin Leong,71,Hong Kong,Hong Kong,Real estate,Hong Kong,Unknown,M,1951-12-04,Leong,Edwin,Unknown,No subdivisions info,No subdivisions info,1951,12,4,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
787,3600,Finance & Investments,"Stephen Mandel, Jr.",67,United States,Greenwich,Hedge funds,United States,Lone Pine Capital,M,1956-03-12,Mandel,Stephen,Founder,Connecticut,Northeast,1956,3,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
787,3600,Diversified,Mohamed Mansour,75,United Kingdom,London,Diversified,Egypt,Unknown,M,1948-01-23,Mansour,Mohamed,Unknown,No subdivisions info,No subdivisions info,1948,1,23,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
787,3600,Fashion & Retail,Masahiro Miki,67,Japan,Tokyo,Shoes,Japan,Unknown,M,1955-07-26,Miki,Masahiro,Unknown,No subdivisions info,No subdivisions info,1955,7,26,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
787,3600,Technology,Masahiro Noda,84,Japan,Tokyo,Software,Japan,Unknown,M,1938-08-24,Noda,Masahiro,Unknown,No subdivisions info,No subdivisions info,1938,8,24,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
787,3600,Technology,Cliff Obrecht,37,Australia,Sydney,Software,Australia,Unknown,M,1985-12-28,Obrecht,Cliff,Unknown,No subdivisions info,No subdivisions info,1985,12,28,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
787,3600,Technology,Melanie Perkins,35,Australia,Sydney,Software,Australia,Canva,F,1987-05-13,Perkins,Melanie,Cofounder & CEO,No subdivisions info,No subdivisions info,1987,5,13,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
787,3600,Finance & Investments,J.B. Pritzker,58,United States,Springfield,"Hotels, investments",United States,Unknown,M,1965-01-19,Pritzker,J.B.,Unknown,Illinois,Midwest,1965,1,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
787,3600,Fashion & Retail,Juan Roig,73,Spain,Valencia,Supermarkets,Spain,Unknown,M,1949-10-08,Roig,Juan,Unknown,No subdivisions info,No subdivisions info,1949,10,8,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
787,3600,Real Estate,Jerry Speyer & family,82,United States,New York,Real estate,United States,Unknown,M,1940-06-23,Speyer,Jerry,Unknown,New York,Northeast,1940,6,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
787,3600,Fashion & Retail,Lawrence Stroll,63,Switzerland,Geneva,Fashion investments,Canada,Unknown,M,1959-07-11,Stroll,Lawrence,Unknown,No subdivisions info,No subdivisions info,1959,7,11,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
787,3600,Logistics,Tung Chee Chen,80,Hong Kong,Hong Kong,Shipping,Hong Kong,Unknown,M,1942-12-15,Tung,Chee Chen,Unknown,No subdivisions info,No subdivisions info,1942,12,15,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
787,3600,Food & Beverage,Wang Junlin,60,China,Chengdu,Liquor,China,Unknown,M,1962-09-01,Wang,Junlin,Unknown,No subdivisions info,No subdivisions info,1962,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
787,3600,Automotive,Xia Zuoquan,61,China,Shenzhen,"Automobiles, batteries",China,Unknown,M,1962-01-01,Xia,Zuoquan,Unknown,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
787,3600,Technology,Zeng Fangqin,57,China,Shenzhen,Smartphone components,China,Unknown,F,1965-12-25,Zeng,Fangqin,Unknown,No subdivisions info,No subdivisions info,1965,12,25,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
787,3600,Manufacturing,Zhang Jian,54,China,Tianjin,"Electric bikes, scooters",China,Unknown,M,1969-01-01,Zhang,Jian,Unknown,No subdivisions info,No subdivisions info,1969,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
818,3500,Fashion & Retail,Rocco Basilico,33,United States,Los Angeles,Eyeglasses,Italy,Unknown,M,1989-07-11,Basilico,Rocco,Unknown,California,West,1989,7,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Healthcare,Maurizio Billi,65,Brazil,Sao Paulo,Generic drugs,Brazil,Unknown,M,1957-11-22,Billi,Maurizio,Unknown,No subdivisions info,No subdivisions info,1957,11,22,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
818,3500,Finance & Investments,Fashu Chen,62,China,Fuzhou,Investments,China,Unknown,M,1960-10-26,Chen,Fashu,Unknown,No subdivisions info,No subdivisions info,1960,10,26,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
818,3500,Manufacturing,Giuseppe Crippa & family,87,Italy,Cernusco Lombardone,Microchip testing,Italy,Unknown,M,1935-05-05,Crippa,Giuseppe,Unknown,No subdivisions info,No subdivisions info,1935,5,5,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
818,3500,Finance & Investments,Daniel D'Aniello,76,United States,Vienna,Private equity,United States,Unknown,M,1946-09-14,D'Aniello,Daniel,Unknown,Virginia,South,1946,9,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Fashion & Retail,Claudio Del Vecchio,66,United States,Muttontown,Eyeglasses,Italy,Unknown,M,1957-02-26,Del Vecchio,Claudio,Unknown,New York,Northeast,1957,2,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Fashion & Retail,Clemente Del Vecchio,18,Italy,Milan,Eyeglases,Italy,Unknown,M,2004-05-06,Del Vecchio,Clemente,Unknown,No subdivisions info,No subdivisions info,2004,5,6,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
818,3500,Fashion & Retail,Leonardo Maria Del Vecchio,27,Italy,Milan,Eyeglasses,Italy,Unknown,M,1995-05-06,Del Vecchio,Leonardo Maria,Unknown,No subdivisions info,No subdivisions info,1995,5,6,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
818,3500,Fashion & Retail,Luca Del Vecchio,21,Italy,Milan,Eyeglasses,Italy,Unknown,M,2001-08-31,Del Vecchio,Luca,Unknown,No subdivisions info,No subdivisions info,2001,8,31,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
818,3500,Fashion & Retail,Marisa Del Vecchio,64,Italy,Rome,Eyeglasses,Italy,Unknown,F,1958-07-10,Del Vecchio,Marisa,Unknown,No subdivisions info,No subdivisions info,1958,7,10,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
818,3500,Fashion & Retail,Paola Del Vecchio,61,Luxembourg,Luxembourg,Eyeglasses,Italy,Unknown,F,1961-05-14,Del Vecchio,Paola,Unknown,No subdivisions info,No subdivisions info,1961,5,14,115.09,1.7,71104919108,19.2,102.3,82.1,26.5,20.4,645397,49.815273,6.129583,Europe
818,3500,Finance & Investments,Walter P.J. Droege,70,Germany,Dusseldorf,Investing,Germany,Unknown,M,1952-11-25,Droege,Walter P.J.,Unknown,No subdivisions info,No subdivisions info,1952,11,25,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
818,3500,Fashion & Retail,Fan Daidi,57,China,Xian,Skincare,China,Unknown,F,1966-01-01,Fan ,Daidi,Unknown,No subdivisions info,No subdivisions info,1966,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
818,3500,Technology,Peter Gassner,58,United States,Pleasanton,Software,United States,Unknown,M,1965-02-26,Gassner,Peter,Unknown,California,West,1965,2,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Energy,Mikhail Gutseriev,65,Russia,Moscow,"Oil, coal, real estate",Russia,Unknown,M,1958-03-09,Gutseriev,Mikhail,Unknown,No subdivisions info,No subdivisions info,1958,3,9,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
818,3500,Manufacturing,Patrick Lee,81,Hong Kong,Hong Kong,Paper,Hong Kong,Unknown,M,1942-01-01,Lee,Patrick,Unknown,No subdivisions info,No subdivisions info,1942,1,1,No CPI info,No CPI info,368911387845,50.6,100.2,85.5,9.4,59.2,7413100,22.396428,114.109497,Asia
818,3500,Food & Beverage,Leng Youbin,54,China,Beijing,Infant formula,China,Unknown,M,1969-01-01,Leng,Youbin,Unknown,No subdivisions info,No subdivisions info,1969,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
818,3500,Finance & Investments,Daniel Loeb,61,United States,New York,Hedge funds,United States,Third Point,M,1961-12-18,Loeb,Daniel,Investor,New York,Northeast,1961,12,18,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Food & Beverage,Margarita Louis-Dreyfus & family,60,Switzerland,Davos,Commodities,Switzerland,Louis Dreyfus SAS,F,1962-06-01,Louis-Dreyfus,Margarita,President,No subdivisions info,No subdivisions info,1962,6,1,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
818,3500,Healthcare,Prasert Prasarttong-Osoth,90,Thailand,Bangkok,Hospitals,Thailand,Unknown,M,1933-03-26,Prasarttong-Osoth,Prasert,Unknown,No subdivisions info,No subdivisions info,1933,3,26,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
818,3500,Finance & Investments,Ira Rennert,88,United States,New York,Investments,United States,Unknown,M,1934-05-31,Rennert,Ira,Unknown,New York,Northeast,1934,5,31,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Fashion & Retail,Dirk Rossmann & family,76,Germany,Lower-Saxony,Drugstores,Germany,Unknown,M,1946-09-07,Rossmann,Dirk,Unknown,No subdivisions info,No subdivisions info,1946,9,7,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
818,3500,Construction & Engineering,Arkady Rotenberg,71,Russia,Moscow,"Construction, pipes, banking",Russia,Unknown,M,1951-12-15,Rotenberg,Arkady,Unknown,No subdivisions info,No subdivisions info,1951,12,15,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
818,3500,Fashion & Retail,Remo Ruffini,61,Italy,Como,Winter jackets,Italy,Unknown,M,1961-08-27,Ruffini,Remo,Unknown,No subdivisions info,No subdivisions info,1961,8,27,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
818,3500,Healthcare,Karin Sartorius-Herbst,65,Germany,Northeim,Biopharmaceuticals,Germany,Unknown,F,1958-01-01,Sartorius-Herbst,Karin,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
818,3500,Automotive,Vivek Chaand Sehgal,66,India,Delhi,Auto parts,Australia,Unknown,M,1956-09-28,Sehgal,Vivek Chaand,Unknown,No subdivisions info,No subdivisions info,1956,9,28,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
